provider_and_id,accident_yishuv_name,latitude,longitude
12016090553,כפר קרע,32.5004251404578,35.0572157371793
12016090553,כפר קרע,32.5004251404578,35.0572157371793
12016090553,כפר קרע,32.5004251404578,35.0572157371793
12018042510,כרמיאל,32.9678486787949,35.4927675176685
12018042510,כרמיאל,32.9678486787949,35.4927675176685
32009057139,מגאר,32.8816593342043,35.4305513007437
32009057139,מגאר,32.8816593342043,35.4305513007437
12010068360,מגאר,32.8816593342043,35.4305513007437
12010068360,מגאר,32.8816593342043,35.4305513007437
12015080379,מגאר,32.8816593342043,35.4305513007437
12015080379,מגאר,32.8816593342043,35.4305513007437
12015080379,מגאר,32.8816593342043,35.4305513007437
12016009487,מגאר,32.8816593342043,35.4305513007437
12016009487,מגאר,32.8816593342043,35.4305513007437
12016009487,מגאר,32.8816593342043,35.4305513007437
12016070825,נצרת עילית,32.0325757552657,34.8511436317735
12016070825,נצרת עילית,32.0325757552657,34.8511436317735
12008057496,נתניה,32.0777263398705,34.8806369424779
12008057496,נתניה,32.0777263398705,34.8806369424779
12008074701,נתניה,32.0777263398705,34.8806369424779
12008074701,נתניה,32.0777263398705,34.8806369424779
12008074701,נתניה,32.0777263398705,34.8806369424779
12008074847,נתניה,32.0777263398705,34.8806369424779
12008074847,נתניה,32.0777263398705,34.8806369424779
12008074847,נתניה,32.0777263398705,34.8806369424779
12008076284,נתניה,32.0777263398705,34.8806369424779
12008076284,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009003315,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009004060,נתניה,32.0777263398705,34.8806369424779
12009073987,נתניה,32.0777263398705,34.8806369424779
12009073987,נתניה,32.0777263398705,34.8806369424779
12011003841,נתניה,32.0777263398705,34.8806369424779
12011003841,נתניה,32.0777263398705,34.8806369424779
32011004352,נתניה,32.0777263398705,34.8806369424779
32011004352,נתניה,32.0777263398705,34.8806369424779
12011063740,נתניה,32.0777263398705,34.8806369424779
12011063740,נתניה,32.0777263398705,34.8806369424779
12012063044,נתניה,32.0777263398705,34.8806369424779
12012063044,נתניה,32.0777263398705,34.8806369424779
12015081964,נתניה,32.0777263398705,34.8806369424779
12015081964,נתניה,32.0777263398705,34.8806369424779
12016033592,נתניה,32.0777263398705,34.8806369424779
12016033592,נתניה,32.0777263398705,34.8806369424779
12017051631,נתניה,32.0777263398705,34.8806369424779
12017051631,נתניה,32.0777263398705,34.8806369424779
12017072896,נתניה,32.0777263398705,34.8806369424779
12017072896,נתניה,32.0777263398705,34.8806369424779
12017081477,נתניה,32.0777263398705,34.8806369424779
12017081477,נתניה,32.0777263398705,34.8806369424779
32018056230,סגולה,31.6629706507106,34.7798268138755
32012031319,סח'נין,32.8721881026078,35.3000202439756
32012031319,סח'נין,32.8721881026078,35.3000202439756
32012051928,סח'נין,32.8577440466364,35.2987441331354
32012051928,סח'נין,32.8577440466364,35.2987441331354
32013049049,סח'נין,32.8577440466364,35.2987441331354
32013049049,סח'נין,32.8577440466364,35.2987441331354
32013049049,סח'נין,32.8577440466364,35.2987441331354
32013049049,סח'נין,32.8577440466364,35.2987441331354
12016022002,עכו,32.892415595085204,35.0907062966538
12016022002,עכו,32.892415595085204,35.0907062966538
12016022002,עכו,32.892415595085204,35.0907062966538
12016022002,עכו,32.892415595085204,35.0907062966538
12016022002,עכו,32.892415595085204,35.0907062966538
12016022002,עכו,32.892415595085204,35.0907062966538
12018037587,עכו,32.8938430154152,35.0937825130013
12018037587,עכו,32.8938430154152,35.0937825130013
12018037587,עכו,32.8938430154152,35.0937825130013
12018037587,עכו,32.8938430154152,35.0937825130013
12018076434,עכו,32.8938430154152,35.0937825130013
12018076434,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
12019068666,עכו,32.8938430154152,35.0937825130013
32008031737,פקיעין חדשה,32.9826562904027,35.3268634333879
32008031737,פקיעין חדשה,32.9826562904027,35.3268634333879
32009020544,פקיעין חדשה,32.9826562904027,35.3268634333879
12017063872,קדימה-צורן,32.9771478190505,35.5386262910995
12017063872,קדימה-צורן,32.9771478190505,35.5386262910995
12017063872,קדימה-צורן,32.9771478190505,35.5386262910995
12018074859,קדימה-צורן,32.9771478190505,35.5386262910995
12018074859,קדימה-צורן,32.9771478190505,35.5386262910995
12015048342,קריית מלאכי,31.419872626771397,34.5793822453299
12015048342,קריית מלאכי,31.419872626771397,34.5793822453299
32016060053,קריית שמונה,32.0317437350711,34.8535393155377
32017044627,קריית שמונה,32.0317437350711,34.8535393155377
32017044627,קריית שמונה,32.0317437350711,34.8535393155377
12019006781,קריית שמונה,32.0317437350711,34.8535393155377
12008013998,רהט,31.390121515486,34.7338433539958
12008013998,רהט,31.390121515486,34.7338433539958
12008013998,רהט,31.390121515486,34.7338433539958
32008031674,רהט,31.392586056645303,34.736964169683496
32008031674,רהט,31.392586056645303,34.736964169683496
12008043180,רהט,31.392586056645303,34.736964169683496
12008043180,רהט,31.392586056645303,34.736964169683496
12008043180,רהט,31.392586056645303,34.736964169683496
12009028147,רהט,31.390121515486,34.7338433539958
12009028147,רהט,31.390121515486,34.7338433539958
12009028147,רהט,31.390121515486,34.7338433539958
12009057104,רהט,31.392586056645303,34.736964169683496
12009057104,רהט,31.392586056645303,34.736964169683496
32009069115,רהט,31.392586056645303,34.736964169683496
32009069115,רהט,31.392586056645303,34.736964169683496
32009074860,רהט,31.392586056645303,34.736964169683496
32009074860,רהט,31.392586056645303,34.736964169683496
32009074860,רהט,31.392586056645303,34.736964169683496
12009042773,שפרעם,32.827023640261395,35.159107414023104
12009042773,שפרעם,32.827023640261395,35.159107414023104
12009042773,שפרעם,32.827023640261395,35.159107414023104
12011006167,שפרעם,32.7920717833029,35.1860380252098
12011006167,שפרעם,32.7920717833029,35.1860380252098
32011020616,שפרעם,32.827023640261395,35.159107414023104
32011020616,שפרעם,32.827023640261395,35.159107414023104
12011064585,שפרעם,32.7920717833029,35.1860380252098
12011064585,שפרעם,32.7920717833029,35.1860380252098
32012056999,שפרעם,32.7920717833029,35.1860380252098
32012056999,שפרעם,32.7920717833029,35.1860380252098
32012056999,שפרעם,32.7920717833029,35.1860380252098
12016064694,שפרעם,32.7920717833029,35.1860380252098
12018023570,שפרעם,32.8199054153337,35.1767310388407
12018023570,שפרעם,32.8199054153337,35.1767310388407
12018023570,שפרעם,32.8199054153337,35.1767310388407
12018044307,שפרעם,32.819073171853496,35.1665117911154
12018044307,שפרעם,32.819073171853496,35.1665117911154
12018044307,שפרעם,32.819073171853496,35.1665117911154
12019008391,שפרעם,32.7960399683907,35.1917808587115
12019008391,שפרעם,32.7960399683907,35.1917808587115
